repo,project,file,kind,name,signature,tags,depends_on,lines,body_hash
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/BuildOutputController.cs,record,TheWatch.Dashboard.Api.Controllers.BuildSubmission,record BuildSubmission (0 members),#model,DateTime?; string?,14,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/BuildsController.cs,class,TheWatch.Dashboard.Api.Controllers.BuildsController,class BuildsController : ControllerBase (6 members),#controller,ControllerBase; IGitHubPort,71,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/CCTVController.cs,class,TheWatch.Dashboard.Api.Controllers.CCTVController,class CCTVController : ControllerBase (23 members),#controller #sensor,ControllerBase; ICCTVPort; IHubContext; IResponseCoordinationService,734,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/CCTVController.cs,record,TheWatch.Dashboard.Api.Controllers.RegisterCameraRequest,record RegisterCameraRequest (0 members),#model #sensor,bool?; double?; int?; string?,24,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/CCTVController.cs,record,TheWatch.Dashboard.Api.Controllers.RespondToDetectionRequest,record RespondToDetectionRequest (0 members),#model,,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/CCTVController.cs,record,TheWatch.Dashboard.Api.Controllers.SubmitVideoRequest,record SubmitVideoRequest (0 members),#model,double?; string?,10,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/CCTVController.cs,record,TheWatch.Dashboard.Api.Controllers.UpdateCameraRequest,record UpdateCameraRequest (1 members),#model #sensor,bool?; double?; int?; string?,23,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/ContextController.cs,class,TheWatch.Dashboard.Api.Controllers.ContextController,class ContextController : ControllerBase (8 members),#controller,ControllerBase; IContextRetrievalPort; IEnumerable,111,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/ContextController.cs,record,TheWatch.Dashboard.Api.Controllers.ContextIngestRequest,record ContextIngestRequest (0 members),#model,List; string?,7,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/ContextController.cs,record,TheWatch.Dashboard.Api.Controllers.ContextSearchRequest,record ContextSearchRequest (0 members),#model,string[]?,7,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/DevWorkController.cs,class,TheWatch.Dashboard.Api.Controllers.DevWorkController,class DevWorkController : ControllerBase (11 members),#controller,ControllerBase; IDevWorkPort; IFeatureTrackingPort,107,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/DevWorkController.cs,record,TheWatch.Dashboard.Api.Controllers.DevWorkStatusUpdate,record DevWorkStatusUpdate (0 members),#model,string?,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/EvidenceController.cs,class,TheWatch.Dashboard.Api.Controllers.EvidenceController,class EvidenceController : ControllerBase (24 members),#controller #evidence,ControllerBase; IAuditTrail; IBlobStoragePort; IEvidencePort; IHubContext,680,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/EvidenceController.cs,record,TheWatch.Dashboard.Api.Controllers.EvidenceUploadMetadata,record EvidenceUploadMetadata (0 members),#evidence #model,double?; string?; SubmissionPhase,14,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/EvidenceController.cs,record,TheWatch.Dashboard.Api.Controllers.OfflineSyncRequest,record OfflineSyncRequest (0 members),#model #offline,string?,4,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/EvidenceController.cs,record,TheWatch.Dashboard.Api.Controllers.SitrepRequest,record SitrepRequest (0 members),#model,string?; SubmissionPhase,11,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/EvidenceController.cs,record,TheWatch.Dashboard.Api.Controllers.TextSubmissionRequest,record TextSubmissionRequest (0 members),#model,string?; SubmissionPhase,12,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/FeaturesController.cs,class,TheWatch.Dashboard.Api.Controllers.FeaturesController,class FeaturesController : ControllerBase (9 members),#controller,ControllerBase; IFeatureTrackingPort,73,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/FeaturesController.cs,record,TheWatch.Dashboard.Api.Controllers.FeatureStatusUpdate,record FeatureStatusUpdate (0 members),#model,FeatureStatus,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/GdprController.cs,class,TheWatch.Dashboard.Api.Controllers.GdprController,class GdprController : ControllerBase (13 members),#controller #gdpr,ControllerBase; IAuditTrail; IAuthPort; IDataExportPort,313,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/GdprController.cs,record,TheWatch.Dashboard.Api.Controllers.UpdateConsentRequest,record UpdateConsentRequest (9 members),#gdpr #model,,29,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/GuardReportController.cs,record,TheWatch.Dashboard.Api.Controllers.AttachEvidenceRequest,record AttachEvidenceRequest (0 members),#evidence #model,,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/GuardReportController.cs,record,TheWatch.Dashboard.Api.Controllers.EscalateReportRequest,record EscalateReportRequest (0 members),#escalation #guardreport #model,ResponseScope?; string?,4,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/GuardReportController.cs,record,TheWatch.Dashboard.Api.Controllers.EscalateToWatchCallRequest,record EscalateToWatchCallRequest (0 members),#escalation #model #watchcall,double?; int?; string?,5,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/GuardReportController.cs,record,TheWatch.Dashboard.Api.Controllers.FileGuardReportRequest,record FileGuardReportRequest (0 members),#guardreport #model,double?; GuardRole; IReadOnlyList; ReportCategory; ReportSeverity; string?,18,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/GuardReportController.cs,class,TheWatch.Dashboard.Api.Controllers.GuardReportController,class GuardReportController : ControllerBase (22 members),#controller #guardreport,ControllerBase; IAuditTrail; IGuardReportPort; IHubContext; IResponseCoordinationService; IWatchCallService,597,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/GuardReportController.cs,record,TheWatch.Dashboard.Api.Controllers.ResolveGuardReportRequest,record ResolveGuardReportRequest (0 members),#guardreport #model,string?,4,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/GuardReportController.cs,record,TheWatch.Dashboard.Api.Controllers.ReviewGuardReportRequest,record ReviewGuardReportRequest (0 members),#guardreport #model,string?,4,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/GuardReportController.cs,record,TheWatch.Dashboard.Api.Controllers.SetDutyRequest,record SetDutyRequest (0 members),#model,,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/HealthController.cs,class,TheWatch.Dashboard.Api.Controllers.HealthController,class HealthController : ControllerBase (9 members),#controller,ControllerBase; IAwsPort; IAzurePort; IGitHubPort,71,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/HistoryController.cs,class,TheWatch.Dashboard.Api.Controllers.HistoryController,class HistoryController : ControllerBase (7 members),#controller #history,ControllerBase; IIncidentHistoryPort,229,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/IoTAccountLinkController.cs,record,TheWatch.Dashboard.Api.Controllers.AuthorizationCodeEntry,record AuthorizationCodeEntry (0 members),#auth #model,IoTSource; string?,13,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/IoTAccountLinkController.cs,class,TheWatch.Dashboard.Api.Controllers.IoTAccountLinkController,class IoTAccountLinkController : ControllerBase (11 members),#controller,ControllerBase; IIoTAlertPort,250,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/IoTAccountLinkController.cs,record,TheWatch.Dashboard.Api.Controllers.RevokeRequest,record RevokeRequest (0 members),#model,string?,4,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/IoTAccountLinkController.cs,record,TheWatch.Dashboard.Api.Controllers.TokenRequest,record TokenRequest (0 members),#model,string?,9,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/IoTAlertController.cs,class,TheWatch.Dashboard.Api.Controllers.IoTAlertController,class IoTAlertController : ControllerBase (14 members),#controller,ControllerBase; IHubContext; IIoTAlertPort; IIoTWebhookPort,328,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/IoTAlertController.cs,record,TheWatch.Dashboard.Api.Controllers.IoTCancelRequest,record IoTCancelRequest (0 members),#model,string?,4,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/MilestonesController.cs,class,TheWatch.Dashboard.Api.Controllers.MilestonesController,class MilestonesController : ControllerBase (6 members),#controller,ControllerBase; IGitHubPort,68,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/MobileLogController.cs,record,TheWatch.Dashboard.Api.Controllers.BatchIngestResult,record BatchIngestResult (0 members),#model,,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/MobileLogController.cs,record,TheWatch.Dashboard.Api.Controllers.DeviceSummary,record DeviceSummary (0 members),#model,,7,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/MobileLogController.cs,class,TheWatch.Dashboard.Api.Controllers.MobileLogController,class MobileLogController : ControllerBase (13 members),#controller,ControllerBase; IHubContext,171,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/MobileLogController.cs,record,TheWatch.Dashboard.Api.Controllers.MobileLogEntry,record MobileLogEntry (0 members),#model,Dictionary; string?,14,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/NotificationController.cs,class,TheWatch.Dashboard.Api.Controllers.NotificationController,class NotificationController : ControllerBase (14 members),#controller #notification,ControllerBase; IAuditTrail; INotificationRegistrationPort; INotificationSendPort; INotificationTrackingPort,320,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/NotificationController.cs,record,TheWatch.Dashboard.Api.Controllers.RegisterDeviceRequest,record RegisterDeviceRequest (0 members),#model,string?,6,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/NotificationController.cs,record,TheWatch.Dashboard.Api.Controllers.SendNotificationRequest,record SendNotificationRequest (0 members),#model #notification,string?,8,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/NotificationController.cs,record,TheWatch.Dashboard.Api.Controllers.UnregisterDeviceRequest,record UnregisterDeviceRequest (0 members),#model,,4,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/NotificationController.cs,record,TheWatch.Dashboard.Api.Controllers.UpdateNotificationProfileRequest,record UpdateNotificationProfileRequest (0 members),#model #notification,bool?; string?,7,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/ResponseController.cs,record,TheWatch.Dashboard.Api.Controllers.AcknowledgeRequest,record AcknowledgeRequest (0 members),#model,int?; string?,10,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/ResponseController.cs,record,TheWatch.Dashboard.Api.Controllers.AvailabilityRequest,record AvailabilityRequest (0 members),#model,TimeSpan?,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/ResponseController.cs,record,TheWatch.Dashboard.Api.Controllers.CancelRequest,record CancelRequest (0 members),#model,string?,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/ResponseController.cs,record,TheWatch.Dashboard.Api.Controllers.ResolveRequest,record ResolveRequest (0 members),#model,string?,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/ResponseController.cs,class,TheWatch.Dashboard.Api.Controllers.ResponseController,class ResponseController : ControllerBase (18 members),#controller,ControllerBase; IParticipationPort; IResponseCoordinationService; SosBypassTokenService,389,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/ResponseController.cs,record,TheWatch.Dashboard.Api.Controllers.SendMessageRequest,record SendMessageRequest (0 members),#messaging #model,double?; ResponderMessageType; string?,10,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/ResponseController.cs,record,TheWatch.Dashboard.Api.Controllers.TriggerResponseRequest,record TriggerResponseRequest (0 members),#model,ResponseScope; string?,8,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/ScreensController.cs,class,TheWatch.Dashboard.Api.Controllers.ScreensController,class ScreensController : ControllerBase (4 members),#controller,ControllerBase,252,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/SimulationController.cs,class,TheWatch.Dashboard.Api.Controllers.SimulationController,class SimulationController : ControllerBase (7 members),#controller,ControllerBase; IHubContext; ISimulationService,75,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/SurveysController.cs,class,TheWatch.Dashboard.Api.Controllers.SurveysController,class SurveysController : ControllerBase (9 members),#controller,ControllerBase; ISurveyPort,212,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/SwarmController.cs,class,TheWatch.Dashboard.Api.Controllers.SwarmController,class SwarmController : ControllerBase (6 members),#controller #swarm,ControllerBase; ISwarmCoordinationService,43,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/SwarmInventoryController.cs,class,TheWatch.Dashboard.Api.Controllers.SwarmInventoryController,class SwarmInventoryController : ControllerBase (13 members),#controller #swarm,ControllerBase; ISwarmInventoryPort,96,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/SwarmInventoryController.cs,record,TheWatch.Dashboard.Api.Controllers.SwarmSeedRequest,record SwarmSeedRequest (0 members),#model #swarm,List,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/TestOrchestratorController.cs,record,TheWatch.Dashboard.Api.Controllers.StartTestRunRequest,record StartTestRunRequest (0 members),#model,,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/TestOrchestratorController.cs,record,TheWatch.Dashboard.Api.Controllers.StepResultRequest,record StepResultRequest (0 members),#model,string?,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/TestOrchestratorController.cs,class,TheWatch.Dashboard.Api.Controllers.TestOrchestratorController,class TestOrchestratorController : ControllerBase (10 members),#controller,ControllerBase; ITestOrchestratorService,96,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/VolunteeringController.cs,record,TheWatch.Dashboard.Api.Controllers.EnrollVolunteerRequest,record EnrollVolunteerRequest (0 members),#model #volunteering,DateTime?; double?; List; string?,14,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/VolunteeringController.cs,record,TheWatch.Dashboard.Api.Controllers.ScheduleEntryRequest,record ScheduleEntryRequest (0 members),#model #scheduling,,5,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/VolunteeringController.cs,record,TheWatch.Dashboard.Api.Controllers.SetScheduleRequest,record SetScheduleRequest (0 members),#model #scheduling,List,4,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/VolunteeringController.cs,record,TheWatch.Dashboard.Api.Controllers.UpdateVolunteerProfileRequest,record UpdateVolunteerProfileRequest (0 members),#model #volunteering,bool?; double?; List; string?,12,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/VolunteeringController.cs,record,TheWatch.Dashboard.Api.Controllers.VerificationRequest,record VerificationRequest (0 members),#model,string?,5,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/VolunteeringController.cs,class,TheWatch.Dashboard.Api.Controllers.VolunteeringController,class VolunteeringController : ControllerBase (14 members),#controller #volunteering,ControllerBase; IPersonCapabilityPort; IVolunteeringPort; IWatchCallPort,471,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/VolunteeringController.cs,record,TheWatch.Dashboard.Api.Controllers.WithdrawRequest,record WithdrawRequest (0 members),#model,,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/WatchCallController.cs,record,TheWatch.Dashboard.Api.Controllers.EndWatchCallRequest,record EndWatchCallRequest (0 members),#model #watchcall,string?,4,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/WatchCallController.cs,record,TheWatch.Dashboard.Api.Controllers.EnrollWatchCallRequest,record EnrollWatchCallRequest (0 members),#model #watchcall,,6,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/WatchCallController.cs,record,TheWatch.Dashboard.Api.Controllers.EscalateWatchCallRequest,record EscalateWatchCallRequest (0 members),#escalation #model #watchcall,string?,4,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/WatchCallController.cs,record,TheWatch.Dashboard.Api.Controllers.JoinWatchCallRequest,record JoinWatchCallRequest (0 members),#model #watchcall,,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/WatchCallController.cs,record,TheWatch.Dashboard.Api.Controllers.StartMockCallRequest,record StartMockCallRequest (0 members),#model,,4,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/WatchCallController.cs,record,TheWatch.Dashboard.Api.Controllers.SubmitFrameRequest,record SubmitFrameRequest (0 members),#model,,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/WatchCallController.cs,class,TheWatch.Dashboard.Api.Controllers.WatchCallController,class WatchCallController : ControllerBase (16 members),#controller #watchcall,ControllerBase; IWatchCallService,567,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/WorkItemsController.cs,record,TheWatch.Dashboard.Api.Controllers.CreateWorkItemRequest,record CreateWorkItemRequest (0 members),#model,Platform; string?; WorkItemPriority; WorkItemType,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/WorkItemsController.cs,record,TheWatch.Dashboard.Api.Controllers.UpdateWorkItemRequest,record UpdateWorkItemRequest (0 members),#model,string?; WorkItemStatus?,1,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Controllers/WorkItemsController.cs,class,TheWatch.Dashboard.Api.Controllers.WorkItemsController,class WorkItemsController : ControllerBase (7 members),#controller,ControllerBase; IGitHubPort,107,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Hubs/DashboardHub.cs,class,TheWatch.Dashboard.Api.Hubs.DashboardHub,class DashboardHub : Hub (27 members),#realtime,Hub,393,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Middleware/RateLimitingMiddleware.cs,class,TheWatch.Dashboard.Api.Middleware.RateLimitingMiddleware,class RateLimitingMiddleware (18 members),,RequestDelegate,172,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Middleware/RateLimitingMiddleware.cs,class,TheWatch.Dashboard.Api.Middleware.RateLimitingMiddlewareExtensions,class RateLimitingMiddlewareExtensions (1 members),,,17,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Middleware/RateLimitingMiddleware.cs,class,TheWatch.Dashboard.Api.Middleware.SlidingWindow,class SlidingWindow (4 members),,,46,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Middleware/SecurityHeadersMiddleware.cs,class,TheWatch.Dashboard.Api.Middleware.SecurityHeadersMiddleware,class SecurityHeadersMiddleware (4 members),,IWebHostEnvironment; RequestDelegate,113,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Middleware/SecurityHeadersMiddleware.cs,class,TheWatch.Dashboard.Api.Middleware.SecurityHeadersMiddlewareExtensions,class SecurityHeadersMiddlewareExtensions (1 members),,,17,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Models/AgentActivity.cs,class,TheWatch.Dashboard.Api.Models.AgentActivity,class AgentActivity (6 members),#swarm,,9,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Models/BranchInfo.cs,class,TheWatch.Dashboard.Api.Models.BranchInfo,class BranchInfo (6 members),,,9,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Models/BuildStatus.cs,class,TheWatch.Dashboard.Api.Models.BuildStatus,class BuildStatus (8 members),,,11,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Models/Milestone.cs,class,TheWatch.Dashboard.Api.Models.Milestone,class Milestone (7 members),,,11,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Models/SimulationEvent.cs,class,TheWatch.Dashboard.Api.Models.SimulationEvent,class SimulationEvent (7 members),,,10,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Models/WorkItem.cs,class,TheWatch.Dashboard.Api.Models.WorkItem,class WorkItem (13 members),,,16,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/AwsService.cs,class,TheWatch.Dashboard.Api.Services.AwsService,class AwsService : IAwsPort (4 members),#service,IAwsPort,24,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/AzureService.cs,class,TheWatch.Dashboard.Api.Services.AzureService,class AzureService : IAzurePort (5 members),#service,IAzurePort,30,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/BuildOutputParserService.cs,class,TheWatch.Dashboard.Api.Services.BuildOutputParserService,class BuildOutputParserService (5 members),#service,,84,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/ContextRetrievalService.cs,class,TheWatch.Dashboard.Api.Services.ContextRetrievalService,class ContextRetrievalService : IContextRetrievalPort (8 members),#service,IContextRetrievalPort; IEnumerable,232,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/FirestoreService.cs,class,TheWatch.Dashboard.Api.Services.FirestoreService,class FirestoreService : IFirestorePort (7 members),#service,IFirestorePort,47,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/GitHubService.cs,class,TheWatch.Dashboard.Api.Services.GitHubService,class GitHubService : IGitHubPort (8 members),#realtime #service,IGitHubPort,85,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/IResponseCoordinationService.cs,record,TheWatch.Dashboard.Api.Services.AcknowledgmentWithDirections,record AcknowledgmentWithDirections (0 members),#model,NavigationDirections; ResponderAcknowledgment,4,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/IResponseCoordinationService.cs,interface,TheWatch.Dashboard.Api.Services.IResponseCoordinationService,interface IResponseCoordinationService (9 members),#port #service,,97,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/IResponseCoordinationService.cs,record,TheWatch.Dashboard.Api.Services.ResponseSituation,record ResponseSituation (0 members),#model,IReadOnlyList; ResponseRequest,9,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/ISimulationService.cs,interface,TheWatch.Dashboard.Api.Services.ISimulationService,interface ISimulationService (3 members),#port #service,,6,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/ITestOrchestratorService.cs,interface,TheWatch.Dashboard.Api.Services.ITestOrchestratorService,interface ITestOrchestratorService (7 members),#port #service,,37,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/ITestOrchestratorService.cs,record,TheWatch.Dashboard.Api.Services.TestRun,record TestRun (0 members),#model,DateTime?; List,14,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/ITestOrchestratorService.cs,record,TheWatch.Dashboard.Api.Services.TestStep,record TestStep (0 members),#model,string?,9,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/ITestOrchestratorService.cs,record,TheWatch.Dashboard.Api.Services.TestStepResult,record TestStepResult (0 members),#model,string?,11,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/ITestOrchestratorService.cs,record,TheWatch.Dashboard.Api.Services.TestSuite,record TestSuite (0 members),#model,List,8,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/ResponseCoordinationService.cs,class,TheWatch.Dashboard.Api.Services.ResponseCoordinationService,class ResponseCoordinationService : IResponseCoordinationService (36 members),#service,IAuditTrail; IBackgroundJobClient; IConnection; IEmergencyServicesPort; IEscalationPort; IHubContext; INavigationPort; INotificationRegistrationPort; INotificationSendPort; INotificationTrackingPort; IParticipationPort; IResponderCommunicationPort; IResponseCoordinationService; IResponseDispatchPort; IResponseRequestPort; IResponseTrackingPort; ISpatialIndex,1024,
TheWatch.Dashboard.Api,TheWatch.Dashboard.Api,./TheWatch.Dashboard.Api/Services/SensorFusionService.cs,interface,TheWatch.Dashboard.Api.Services.ISensorFusionService,interface ISensorFusionService (11 members),#port #sensor #service,,70,
